,name,type,desc,race,archetype,image_url,views
384,Ancient Gear Factory,Spell Card,"Reveal 1 Level 5 or higher ""Ancient Gear"" monster from your hand, then banish a number of ""Ancient Gear"" monsters from your Graveyard, whose combined Levels are double the revealed monster's, and if you do, if you Normal Summon the revealed monster this turn, you must Normal Smmon it without Tributing.",Normal,Ancient Gear,https://images.ygoprodeck.com/images/cards/30435145.jpg,51701
385,Ancient Gear Fist,Spell Card,"Equip only to an ""Ancient Gear"" monster. At the end of the Damage Step, if the equipped monster battled a monster and is still on the field: Destroy the monster it battled.",Equip,Ancient Gear,https://images.ygoprodeck.com/images/cards/40830387.jpg,29806
386,Ancient Gear Fortress,Spell Card,"During the turn they were Normal or Special Summoned, your opponent cannot target ""Ancient Gear"" monsters you control with card effects, and they cannot be destroyed by your opponent's card effects. Your opponent cannot activate cards or effects in response to the activation of ""Ancient Gear"" cards and effects. If this card is destroyed in the Spell & Trap Zone: You can Special Summon 1 ""Ancient Gear"" monster from your hand or Graveyard, also you cannot Special Summon monsters for the rest of this turn, except ""Ancient Gear"" monsters.",Continuous,Ancient Gear,https://images.ygoprodeck.com/images/cards/70147689.jpg,180953
388,Ancient Gear Fusion,Spell Card,"Fusion Summon 1 ""Ancient Gear"" Fusion Monster from your Extra Deck, using monsters from your hand or field as Fusion Material. If you use ""Ancient Gear Golem"" or ""Ancient Gear Golem - Ultimate Pound"" you control as Fusion Material, you can also use monsters from your Deck as material.",Normal,Ancient Gear,https://images.ygoprodeck.com/images/cards/64061284.jpg,200164
402,Ancient Gear Tank,Spell Card,"Equip only to an ""Ancient Gear"" monster. It gains 600 ATK. When this card is destroyed and sent to the Graveyard: Inflict 600 damage to your opponent.",Equip,Ancient Gear,https://images.ygoprodeck.com/images/cards/37457534.jpg,31943
404,Ancient Gear Workshop,Spell Card,"Target 1 ""Ancient Gear"" monster in your Graveyard; add that target to your hand.",Normal,Ancient Gear,https://images.ygoprodeck.com/images/cards/59811955.jpg,62819
408,Ancient Leaf,Spell Card,"If you have 9000 or more Life Points, you can pay 2000 Life Points to draw 2 cards.",Normal,,https://images.ygoprodeck.com/images/cards/11830996.jpg,43639
412,Ancient Rules,Spell Card,Special Summon 1 Level 5 or higher Normal Monster from your hand.,Normal,,https://images.ygoprodeck.com/images/cards/10667321.jpg,182046
415,Ancient Telescope,Spell Card,See the top 5 cards of your opponent's Deck. Return the cards to the Deck in the same order.,Normal,,https://images.ygoprodeck.com/images/cards/17092736.jpg,8733
431,Ancient Warriors Saga - Borrowing of Arrows,Spell Card,"You can target 1 face-up monster your opponent controls and 1 ""Ancient Warriors"" monster you control; until the end of this turn, halve that opponent's monster's ATK, and if you do, add that lost ATK to your monster (even if this card leaves the field). If this card is sent to the GY while you control ""Ancient Warriors"" monsters with 2 or more different Attributes: You can place 1 ""Ancient Warriors"" Continuous Spell/Trap from your hand or Deck face-up on your field, except ""Ancient Warriors Saga - Borrowing of Arrows"". You can only use each effect of ""Ancient Warriors Saga - Borrowing of Arrows"" once per turn.",Continuous,Ancient Warriors,https://images.ygoprodeck.com/images/cards/33609093.jpg,38444
433,Ancient Warriors Saga - Deception and Betrayal,Spell Card,"During your Main Phase: You can Special Summon 1 ""Ancient Warriors"" monster from your hand, and if you do, take damage equal to its Level x 100. You can send this face-up card from your Spell & Trap Zone to the GY, then target 1 ""Ancient Warriors"" monster on the field; change it to any Attribute, then, if you targeted a monster your opponent controls at activation, you can take control of it. You can only use each effect of ""Ancient Warriors Saga - Deception and Betrayal"" once per turn.",Continuous,Ancient Warriors,https://images.ygoprodeck.com/images/cards/45115956.jpg,13403
435,Ancient Warriors Saga - East-by-South Winds,Spell Card,"You must send this card to the GY during your 2nd Standby Phase after activation. Once per turn, during your Main Phase: Toss a coin and if the result is heads, send this card to the GY. If this card is sent from the Spell & Trap Zone to the GY: You can activate this effect; this turn, your opponent cannot activate cards or effects in response to the activation of your ""Ancient Warriors"" cards and effects, also until the end of the turn, all ""Ancient Warriors"" Effect Monsters you currently control gain this effect.
● When this card declares an attack: You can destroy 1 card your opponent controls.",Continuous,Ancient Warriors,https://images.ygoprodeck.com/images/cards/62528292.jpg,37409
436,Ancient Warriors Saga - Sun-Liu Alliance,Spell Card,"If you control ""Ancient Warriors"" monsters with 2 or more different Attributes: You can declare 1 Attribute; your opponent cannot activate the effects of monsters they currently control with that Attribute, until the end of this turn (even if this card leaves the field). If your opponent Special Summons a monster(s), or you activate an ""Ancient Warriors"" monster's effect (except during the Damage Step): You can make all ""Ancient Warriors"" monsters you control gain 300 ATK for each ""Ancient Warriors"" monster you control until the end of this turn (even if this card leaves the field). You can only use each effect of ""Ancient Warriors Saga - Sun-Liu Alliance"" once per turn.",Continuous,Ancient Warriors,https://images.ygoprodeck.com/images/cards/58116537.jpg,25728
437,Ancient Warriors Saga - Three Visits,Spell Card,"During your Main Phase, if you Normal or Special Summon an ""Ancient Warriors"" monster(s): You can target 1 of those monsters; add 1 ""Ancient Warriors"" monster with a different name from your Deck to your hand. If this card is sent from the Spell & Trap Zone to the GY: You can Special Summon 1 ""Ancient Warriors"" monster from your hand. You can only use each effect of ""Ancient Warriors Saga - Three Visits"" once per turn. Send this card to the GY during your 2nd Standby Phase after activation.",Continuous,Ancient Warriors,https://images.ygoprodeck.com/images/cards/11711438.jpg,63598
445,Angel of Blue Tears,Spell Card,"Target 1 face-up monster on the field; its controller's opponent takes damage equal to the number of cards in their hand x 200, then negate that target's effects until the end of this turn. If effect damage is inflicted (except during the Damage Step): You can banish this card from your GY; Set 1 Normal Trap directly from your hand or Deck. If Set from the hand, it can be activated this turn. You can only use 1 ""Angel of Blue Tears"" effect per turn, and only once that turn.",Normal,,https://images.ygoprodeck.com/images/cards/91706817.jpg,13061
454,Ante,Spell Card,"Each Player reveals 1 card from their hand. If one card is higher Level than the other, the card with the lower Level is sent to the Graveyard, and the player who revealed it takes 1000 damage. (Non-Monster Cards are treated as Level 0.)",Normal,,https://images.ygoprodeck.com/images/cards/34236961.jpg,52777
460,Anti-Magic Arrows,Spell Card,"At the start of the Battle Phase: For the rest of this turn after this card resolves, Spell/Trap Cards, and their effects, cannot be activated. Cards and effects cannot be activated in response to this card's activation.",Quick-Play,Anti,https://images.ygoprodeck.com/images/cards/97120394.jpg,80479
479,Appliancer Conversion,Spell Card,"Banish as many ""Appliancer"" Link Monsters from your Main Monster Zone as possible, then you can Special Summon your banished ""Appliancer"" Link Monsters up to the number banished by this effect. During your Main Phase, if this card is in your GY, except the turn it was sent there: You can banish 1 other ""Appliancer"" Spell/Trap from your GY; add this card to your hand. You can only use each effect of ""Appliancer Conversion"" once per turn.",Quick-Play,Appliancer,https://images.ygoprodeck.com/images/cards/27157996.jpg,6500
482,Appliancer Electrilyrical World,Spell Card,"When this card is activated: You can add 1 ""Appliancer"" card from your Deck to your hand, except a Field Spell. Once per turn, if you Link Summon an ""Appliancer"" Link Monster(s): You can add 1 ""Appliancer"" monster from your GY to your hand. Once per turn, when a monster declares an attack: You can move 1 ""Appliancer"" monster you control to another of your Main Monster Zones. You can only activate 1 ""Appliancer Electrilyrical World"" per turn.",Field,Appliancer,https://images.ygoprodeck.com/images/cards/3875465.jpg,34484
486,Appliancer Reuse,Spell Card,"Target 1 ""Appliancer"" monster in your GY; Special Summon it, but place it on the bottom of the Deck when it leaves the field.",Normal,Appliancer,https://images.ygoprodeck.com/images/cards/30996652.jpg,28908
488,Appliancer Test,Spell Card,"Target 1 ""Appliancer"" Link Monster you control; Special Summon as many Link-1 ""Appliancer"" monsters from your GY as possible to your zones that monster points to, but banish them during the End Phase. You can only activate 1 ""Appliancer Test"" per turn.",Normal,Appliancer,https://images.ygoprodeck.com/images/cards/66380357.jpg,19279
498,Aqua Jet,Spell Card,"Target 1 face-up Fish, Sea Serpent, or Aqua-Type monster you control; it gains 1000 ATK.",Normal,,https://images.ygoprodeck.com/images/cards/7653207.jpg,37076
507,Aquamirror Focalization,Spell Card,"Add 1 ""Gishki"" monster from your Deck to your hand. During the End Phase, if you control a WATER Ritual Monster: You can banish this card from your GY; Set 1 ""Aquamirror"" Spell/Trap from your Deck or GY, except ""Aquamirror Focalization"". You can only use this effect of ""Aquamirror Focalization"" once per turn.",Normal,Aquamirror,https://images.ygoprodeck.com/images/cards/72386290.jpg,1076
511,Aquarium Lighting,Spell Card,"If an ""Aquaactress"" monster you control battles an opponent's monster, during damage calculation: Your battling monster's ATK and DEF each become double its current ATK and DEF during that damage calculation only. If this card is sent from the field to the Graveyard: You can target 1 Aqua-Type monster in your Graveyard; Special Summon it, also you cannot Special Summon monsters for the rest of this turn, except Aqua-Type monsters. You can only control 1 ""Aquarium Lighting"".",Continuous,Aquaactress,https://images.ygoprodeck.com/images/cards/91831066.jpg,14588
512,Aquarium Set,Spell Card,"All WATER monsters you control gain 300 ATK and DEF. All ""Aquaactress"" monsters you control gain 300 ATK and DEF. If this card is sent from the field to the Graveyard: You can target 1 Aqua-Type monster in your Graveyard; Special Summon it, also you cannot Special Summon monsters for the rest of this turn, except Aqua-Type monsters.",Continuous,Aquaactress,https://images.ygoprodeck.com/images/cards/65446452.jpg,33111
513,Aquarium Stage,Spell Card,"WATER monsters you control cannot be destroyed by battle with a non-WATER monster. ""Aquaactress"" monsters you control are unaffected by your opponent's monster effects. If this card is sent from the field to the Graveyard: You can target 1 Aqua-Type monster in your Graveyard; Special Summon it, also you cannot Special Summon monsters for the rest of this turn, except Aqua-Type monsters.",Continuous,Aquaactress,https://images.ygoprodeck.com/images/cards/29047353.jpg,86694
