,type,atk,def,level,scale,linkval,views,image_url
392,Effect Monster,3000.0,3000.0,8.0,,,212668,https://images.ygoprodeck.com/images/cards/83104731.jpg
393,Effect Monster,3000.0,3000.0,8.0,,,158148,https://images.ygoprodeck.com/images/cards/95735217.jpg
394,Fusion Monster,1000.0,1800.0,8.0,,,194070,https://images.ygoprodeck.com/images/cards/87182127.jpg
395,Effect Monster,1000.0,1000.0,3.0,,,199425,https://images.ygoprodeck.com/images/cards/42878636.jpg
396,Effect Monster,2700.0,1700.0,7.0,,,35345,https://images.ygoprodeck.com/images/cards/81269231.jpg
397,Gemini Monster,1800.0,500.0,4.0,,,62716,https://images.ygoprodeck.com/images/cards/39303359.jpg
398,Fusion Monster,3300.0,3300.0,9.0,,,176714,https://images.ygoprodeck.com/images/cards/37663536.jpg
399,Effect Monster,3000.0,3000.0,9.0,,,185953,https://images.ygoprodeck.com/images/cards/44874522.jpg
401,Effect Monster,1300.0,1300.0,4.0,,,75818,https://images.ygoprodeck.com/images/cards/56094445.jpg
405,Effect Monster,1700.0,1200.0,4.0,,,232872,https://images.ygoprodeck.com/images/cards/17663375.jpg
406,Normal Monster,400.0,200.0,1.0,,,11964,https://images.ygoprodeck.com/images/cards/81492226.jpg
407,Effect Monster,900.0,1400.0,3.0,,,24487,https://images.ygoprodeck.com/images/cards/54912977.jpg
409,Normal Monster,1400.0,1100.0,4.0,,,53108,https://images.ygoprodeck.com/images/cards/43230671.jpg
410,Normal Monster,1800.0,1900.0,6.0,,,61046,https://images.ygoprodeck.com/images/cards/14015067.jpg
411,Synchro Monster,2100.0,3000.0,7.0,,,80249,https://images.ygoprodeck.com/images/cards/4179255.jpg
413,Synchro Monster,2100.0,2000.0,7.0,,,78202,https://images.ygoprodeck.com/images/cards/25958491.jpg
414,Normal Monster,1000.0,1300.0,4.0,,,8375,https://images.ygoprodeck.com/images/cards/36821538.jpg
416,Normal Monster,1700.0,1400.0,5.0,,,7463,https://images.ygoprodeck.com/images/cards/49587396.jpg
417,Normal Monster,600.0,1500.0,3.0,,,7155,https://images.ygoprodeck.com/images/cards/86421986.jpg
418,Effect Monster,3000.0,2500.0,8.0,,,43503,https://images.ygoprodeck.com/images/cards/33545259.jpg
419,Effect Monster,1100.0,1800.0,4.0,,,13322,https://images.ygoprodeck.com/images/cards/6438003.jpg
420,Effect Monster,700.0,2000.0,4.0,,,22603,https://images.ygoprodeck.com/images/cards/13923256.jpg
421,Effect Monster,2300.0,2000.0,6.0,,,50170,https://images.ygoprodeck.com/images/cards/60033398.jpg
422,Effect Monster,1600.0,1600.0,4.0,,,41029,https://images.ygoprodeck.com/images/cards/77539547.jpg
423,Effect Monster,1000.0,2000.0,4.0,,,54279,https://images.ygoprodeck.com/images/cards/32422602.jpg
424,Effect Monster,2500.0,1800.0,7.0,,,84352,https://images.ygoprodeck.com/images/cards/76416959.jpg
425,Effect Monster,1800.0,1500.0,4.0,,,84001,https://images.ygoprodeck.com/images/cards/40140448.jpg
426,Effect Monster,2800.0,2200.0,8.0,,,45816,https://images.ygoprodeck.com/images/cards/82791472.jpg
427,Effect Monster,2200.0,1800.0,6.0,,,18428,https://images.ygoprodeck.com/images/cards/79582540.jpg
428,Effect Monster,2700.0,900.0,7.0,,,53662,https://images.ygoprodeck.com/images/cards/2801664.jpg
429,Effect Monster,1400.0,1200.0,4.0,,,67786,https://images.ygoprodeck.com/images/cards/40428851.jpg
430,Link Monster,1100.0,,,,2.0,240348,https://images.ygoprodeck.com/images/cards/65711558.jpg
439,Effect Monster,3000.0,2500.0,10.0,,,29515,https://images.ygoprodeck.com/images/cards/15013468.jpg
440,Effect Monster,0.0,2200.0,1.0,,,117623,https://images.ygoprodeck.com/images/cards/53266486.jpg
441,Effect Monster,200.0,300.0,1.0,,,50120,https://images.ygoprodeck.com/images/cards/82243738.jpg
442,Effect Monster,2500.0,1500.0,7.0,,,22420,https://images.ygoprodeck.com/images/cards/56784842.jpg
444,Normal Tuner Monster,1900.0,1600.0,4.0,,,66150,https://images.ygoprodeck.com/images/cards/87979586.jpg
446,Synchro Monster,2800.0,2300.0,8.0,,,45719,https://images.ygoprodeck.com/images/cards/42216237.jpg
447,Effect Monster,2400.0,1000.0,6.0,,,34531,https://images.ygoprodeck.com/images/cards/65612386.jpg
448,Tuner Monster,500.0,1500.0,3.0,,,32743,https://images.ygoprodeck.com/images/cards/73979030.jpg
449,Effect Monster,0.0,0.0,1.0,,,384372,https://images.ygoprodeck.com/images/cards/98022050.jpg
450,Effect Monster,300.0,200.0,1.0,,,122005,https://images.ygoprodeck.com/images/cards/595626.jpg
451,Effect Monster,2000.0,3000.0,9.0,,,20976,https://images.ygoprodeck.com/images/cards/29603180.jpg
452,Normal Monster,2500.0,2000.0,8.0,,,501,https://images.ygoprodeck.com/images/cards/47484352.jpg
453,Normal Monster,1700.0,1200.0,5.0,,,10134,https://images.ygoprodeck.com/images/cards/48365709.jpg
455,Effect Monster,2000.0,500.0,5.0,,,41702,https://images.ygoprodeck.com/images/cards/13250922.jpg
456,Normal Monster,1000.0,850.0,3.0,,,11576,https://images.ygoprodeck.com/images/cards/89904598.jpg
458,Effect Monster,0.0,1600.0,3.0,,,27269,https://images.ygoprodeck.com/images/cards/65064143.jpg
464,Effect Monster,1900.0,600.0,4.0,,,13513,https://images.ygoprodeck.com/images/cards/43583400.jpg
465,Pendulum Effect Monster,2500.0,3000.0,8.0,0.0,,19449,https://images.ygoprodeck.com/images/cards/58844135.jpg
466,Effect Monster,1900.0,1200.0,4.0,,,15097,https://images.ygoprodeck.com/images/cards/41098335.jpg
467,Effect Monster,800.0,1200.0,3.0,,,14781,https://images.ygoprodeck.com/images/cards/31975743.jpg
469,Effect Monster,1800.0,1200.0,4.0,,,20776,https://images.ygoprodeck.com/images/cards/41158734.jpg
470,Link Monster,0.0,,,,4.0,2152950,https://images.ygoprodeck.com/images/cards/4280258.jpg
472,Effect Monster,2900.0,2500.0,9.0,,,26438,https://images.ygoprodeck.com/images/cards/40061558.jpg
473,Effect Monster,3000.0,2600.0,10.0,,,64311,https://images.ygoprodeck.com/images/cards/27279764.jpg
475,Effect Monster,1200.0,800.0,3.0,,,156475,https://images.ygoprodeck.com/images/cards/56132807.jpg
477,Effect Monster,0.0,0.0,1.0,,,30902,https://images.ygoprodeck.com/images/cards/5846183.jpg
478,Link Monster,0.0,,,,2.0,27809,https://images.ygoprodeck.com/images/cards/78225596.jpg
480,Effect Monster,0.0,0.0,1.0,,,36909,https://images.ygoprodeck.com/images/cards/41830887.jpg
481,Link Monster,0.0,,,,1.0,19114,https://images.ygoprodeck.com/images/cards/3507053.jpg
483,Link Monster,0.0,,,,1.0,19680,https://images.ygoprodeck.com/images/cards/4729591.jpg
484,Link Monster,1500.0,,,,1.0,29168,https://images.ygoprodeck.com/images/cards/77102944.jpg
485,Link Monster,1200.0,,,,1.0,8028,https://images.ygoprodeck.com/images/cards/81769387.jpg
487,Effect Monster,100.0,100.0,1.0,,,35974,https://images.ygoprodeck.com/images/cards/78447174.jpg
489,Link Monster,1000.0,,,,1.0,21952,https://images.ygoprodeck.com/images/cards/30118200.jpg
491,Effect Monster,2000.0,1700.0,6.0,,,1349252,https://images.ygoprodeck.com/images/cards/30603688.jpg
492,Effect Monster,400.0,800.0,2.0,,,105420,https://images.ygoprodeck.com/images/cards/9156135.jpg
493,Flip Effect Monster,100.0,1500.0,2.0,,,50877,https://images.ygoprodeck.com/images/cards/64977888.jpg
495,Effect Monster,800.0,1600.0,4.0,,,26355,https://images.ygoprodeck.com/images/cards/96427353.jpg
497,Fusion Monster,2250.0,1900.0,6.0,,,13423,https://images.ygoprodeck.com/images/cards/86164529.jpg
499,Normal Monster,1200.0,2000.0,4.0,,,171302,https://images.ygoprodeck.com/images/cards/85639257.jpg
500,Normal Monster,1050.0,900.0,3.0,,,5551,https://images.ygoprodeck.com/images/cards/12436646.jpg
501,Effect Monster,1600.0,1200.0,4.0,,,188551,https://images.ygoprodeck.com/images/cards/40916023.jpg
503,Effect Monster,2000.0,2000.0,6.0,,,16020,https://images.ygoprodeck.com/images/cards/92053608.jpg
504,Effect Monster,600.0,600.0,2.0,,,15493,https://images.ygoprodeck.com/images/cards/66668900.jpg
505,Effect Monster,300.0,300.0,1.0,,,20049,https://images.ygoprodeck.com/images/cards/39260991.jpg
510,Gemini Monster,1500.0,500.0,4.0,,,10223,https://images.ygoprodeck.com/images/cards/22377815.jpg
514,Spirit Monster,800.0,1800.0,4.0,,,34030,https://images.ygoprodeck.com/images/cards/16889337.jpg
515,XYZ Monster,3000.0,2500.0,5.0,,,323434,https://images.ygoprodeck.com/images/cards/64276752.jpg
517,Link Monster,2800.0,,,,3.0,108970,https://images.ygoprodeck.com/images/cards/64454614.jpg
518,Effect Monster,0.0,0.0,1.0,,,96014,https://images.ygoprodeck.com/images/cards/62892347.jpg
519,Effect Monster,4000.0,4000.0,10.0,,,51403,https://images.ygoprodeck.com/images/cards/69831560.jpg
520,Effect Monster,4000.0,4000.0,10.0,,,43792,https://images.ygoprodeck.com/images/cards/5861892.jpg
521,Effect Monster,1100.0,1100.0,4.0,,,38470,https://images.ygoprodeck.com/images/cards/8396952.jpg
522,Effect Monster,1300.0,1300.0,4.0,,,41414,https://images.ygoprodeck.com/images/cards/35781051.jpg
523,Effect Monster,1400.0,1400.0,4.0,,,37996,https://images.ygoprodeck.com/images/cards/61175706.jpg
524,Effect Monster,1600.0,1600.0,4.0,,,27960,https://images.ygoprodeck.com/images/cards/97574404.jpg
525,Effect Monster,1700.0,1700.0,4.0,,,42630,https://images.ygoprodeck.com/images/cards/34568403.jpg
526,Effect Monster,2400.0,2400.0,6.0,,,34798,https://images.ygoprodeck.com/images/cards/60953118.jpg
527,Effect Monster,2800.0,2800.0,7.0,,,41915,https://images.ygoprodeck.com/images/cards/97452817.jpg
528,Effect Monster,3100.0,3100.0,8.0,,,66360,https://images.ygoprodeck.com/images/cards/23846921.jpg
529,Fusion Monster,3800.0,2500.0,9.0,,,145962,https://images.ygoprodeck.com/images/cards/6150044.jpg
531,Effect Monster,0.0,2500.0,10.0,,,45015,https://images.ygoprodeck.com/images/cards/93880808.jpg
532,Tuner Monster,1000.0,400.0,2.0,,,29951,https://images.ygoprodeck.com/images/cards/40048324.jpg
533,Effect Monster,900.0,1400.0,3.0,,,20756,https://images.ygoprodeck.com/images/cards/55001420.jpg
535,Synchro Monster,400.0,1800.0,7.0,,,106515,https://images.ygoprodeck.com/images/cards/31924889.jpg
536,Effect Monster,900.0,2300.0,9.0,,,35969,https://images.ygoprodeck.com/images/cards/14553285.jpg
537,Fusion Monster,3200.0,2500.0,9.0,,,219549,https://images.ygoprodeck.com/images/cards/45349196.jpg
538,Effect Monster,1900.0,0.0,4.0,,,85298,https://images.ygoprodeck.com/images/cards/92039899.jpg
539,Effect Monster,2500.0,1200.0,6.0,,,57627,https://images.ygoprodeck.com/images/cards/68371799.jpg
540,Pendulum Effect Monster,800.0,1000.0,3.0,7.0,,123606,https://images.ygoprodeck.com/images/cards/57624336.jpg
541,Effect Monster,3000.0,2000.0,8.0,,,107636,https://images.ygoprodeck.com/images/cards/28423537.jpg
542,Effect Monster,2900.0,2100.0,8.0,,,48308,https://images.ygoprodeck.com/images/cards/31766317.jpg
543,Effect Monster,2100.0,800.0,4.0,,,37842,https://images.ygoprodeck.com/images/cards/48675364.jpg
544,Effect Monster,2400.0,1600.0,6.0,,,23495,https://images.ygoprodeck.com/images/cards/84341431.jpg
545,Effect Monster,1000.0,0.0,3.0,,,111229,https://images.ygoprodeck.com/images/cards/66540884.jpg
546,Effect Monster,1400.0,1600.0,4.0,,,21603,https://images.ygoprodeck.com/images/cards/14430063.jpg
547,Normal Monster,400.0,600.0,2.0,,,14109,https://images.ygoprodeck.com/images/cards/75889523.jpg
548,Normal Monster,700.0,600.0,2.0,,,11247,https://images.ygoprodeck.com/images/cards/15150371.jpg
550,Normal Monster,1900.0,1500.0,4.0,,,86927,https://images.ygoprodeck.com/images/cards/49881766.jpg
551,Synchro Monster,2500.0,1200.0,6.0,,,99299,https://images.ygoprodeck.com/images/cards/59969392.jpg
552,Effect Monster,2200.0,2500.0,6.0,,,53385,https://images.ygoprodeck.com/images/cards/50287060.jpg
553,XYZ Monster,2500.0,1200.0,6.0,,,55007,https://images.ygoprodeck.com/images/cards/61248471.jpg
554,Ritual Effect Monster,2500.0,1200.0,6.0,,,90099,https://images.ygoprodeck.com/images/cards/95825679.jpg
555,Synchro Monster,2500.0,1200.0,6.0,,,60927,https://images.ygoprodeck.com/images/cards/64635042.jpg
557,Fusion Monster,2500.0,1200.0,6.0,,,72170,https://images.ygoprodeck.com/images/cards/32775808.jpg
561,Effect Monster,2800.0,2300.0,8.0,,,330751,https://images.ygoprodeck.com/images/cards/59509952.jpg
562,Effect Monster,2800.0,2300.0,8.0,,,25658,https://images.ygoprodeck.com/images/cards/18378582.jpg
563,Effect Monster,3000.0,2500.0,11.0,,,110947,https://images.ygoprodeck.com/images/cards/33212663.jpg
564,Effect Monster,2500.0,3000.0,11.0,,,128846,https://images.ygoprodeck.com/images/cards/6728559.jpg
565,Effect Monster,0.0,2100.0,9.0,,,24303,https://images.ygoprodeck.com/images/cards/38173725.jpg
566,Effect Monster,1600.0,1200.0,4.0,,,63616,https://images.ygoprodeck.com/images/cards/40502912.jpg
567,Effect Monster,1800.0,1100.0,4.0,,,39086,https://images.ygoprodeck.com/images/cards/75730490.jpg
568,Effect Monster,1600.0,2100.0,4.0,,,79694,https://images.ygoprodeck.com/images/cards/1225009.jpg
569,Effect Monster,1000.0,1800.0,4.0,,,20924,https://images.ygoprodeck.com/images/cards/56827051.jpg
570,Synchro Monster,2100.0,0.0,6.0,,,4264,https://images.ygoprodeck.com/images/cards/65910922.jpg
571,Effect Monster,2300.0,2100.0,7.0,,,128463,https://images.ygoprodeck.com/images/cards/29904964.jpg
572,Effect Monster,2400.0,2000.0,7.0,,,347951,https://images.ygoprodeck.com/images/cards/33282498.jpg
573,Normal Monster,800.0,1000.0,3.0,,,4842,https://images.ygoprodeck.com/images/cards/14708569.jpg
574,Normal Monster,1000.0,1200.0,4.0,,,6265,https://images.ygoprodeck.com/images/cards/36151751.jpg
575,Synchro Monster,2300.0,1500.0,5.0,,,60386,https://images.ygoprodeck.com/images/cards/88033975.jpg
577,Effect Monster,1400.0,1200.0,4.0,,,852489,https://images.ygoprodeck.com/images/cards/28985331.jpg
578,Normal Monster,700.0,1300.0,3.0,,,98781,https://images.ygoprodeck.com/images/cards/53153481.jpg
581,Fusion Monster,3500.0,3000.0,10.0,,,91227,https://images.ygoprodeck.com/images/cards/75906310.jpg
583,Effect Monster,3000.0,2000.0,10.0,,,95326,https://images.ygoprodeck.com/images/cards/59464593.jpg
584,Effect Monster,3000.0,2000.0,10.0,,,60647,https://images.ygoprodeck.com/images/cards/84425220.jpg
585,Effect Monster,1200.0,900.0,3.0,,,138372,https://images.ygoprodeck.com/images/cards/980973.jpg
586,Effect Monster,2400.0,1700.0,5.0,,,129064,https://images.ygoprodeck.com/images/cards/46384672.jpg
587,Effect Monster,2800.0,1000.0,7.0,,,110563,https://images.ygoprodeck.com/images/cards/73879377.jpg
589,Effect Monster,3000.0,2000.0,10.0,,,89171,https://images.ygoprodeck.com/images/cards/58153103.jpg
590,Effect Monster,1200.0,900.0,3.0,,,97280,https://images.ygoprodeck.com/images/cards/57030525.jpg
591,Effect Monster,2400.0,1700.0,5.0,,,82867,https://images.ygoprodeck.com/images/cards/21546416.jpg
592,Effect Monster,2800.0,1000.0,7.0,,,92543,https://images.ygoprodeck.com/images/cards/94141712.jpg
594,Effect Monster,1900.0,1400.0,4.0,,,12404,https://images.ygoprodeck.com/images/cards/75220074.jpg
595,Fusion Monster,3500.0,3000.0,10.0,,,0,https://images.ygoprodeck.com/images/cards/31817415.jpg
596,Flip Effect Monster,300.0,300.0,1.0,,,179147,https://images.ygoprodeck.com/images/cards/9076207.jpg
597,Effect Monster,2000.0,2800.0,8.0,,,18984,https://images.ygoprodeck.com/images/cards/29330706.jpg
598,Effect Monster,500.0,800.0,4.0,,,45859,https://images.ygoprodeck.com/images/cards/84430950.jpg
599,Effect Monster,1800.0,400.0,4.0,,,22031,https://images.ygoprodeck.com/images/cards/20470500.jpg
601,Link Monster,1400.0,,,,2.0,110936,https://images.ygoprodeck.com/images/cards/36768783.jpg
602,Fusion Monster,0.0,0.0,12.0,,,196447,https://images.ygoprodeck.com/images/cards/43378048.jpg
603,Fusion Monster,0.0,0.0,12.0,,,68064,https://images.ygoprodeck.com/images/cards/60110982.jpg
606,Union Effect Monster,800.0,800.0,3.0,,,10644,https://images.ygoprodeck.com/images/cards/87798440.jpg
608,Effect Monster,2400.0,1400.0,4.0,,,50908,https://images.ygoprodeck.com/images/cards/7180418.jpg
612,Effect Monster,2200.0,1800.0,6.0,,,18884,https://images.ygoprodeck.com/images/cards/62742651.jpg
613,Effect Monster,1600.0,1200.0,4.0,,,19736,https://images.ygoprodeck.com/images/cards/86915847.jpg
614,Effect Monster,500.0,0.0,2.0,,,26094,https://images.ygoprodeck.com/images/cards/29374928.jpg
615,Union Effect Monster,0.0,2000.0,4.0,,,69008,https://images.ygoprodeck.com/images/cards/67159705.jpg
617,XYZ Monster,400.0,1000.0,2.0,,,44800,https://images.ygoprodeck.com/images/cards/50789693.jpg
618,Normal Monster,1500.0,1200.0,4.0,,,105514,https://images.ygoprodeck.com/images/cards/15480588.jpg
619,Normal Monster,950.0,1100.0,3.0,,,5911,https://images.ygoprodeck.com/images/cards/16246527.jpg
620,Normal Monster,850.0,1400.0,4.0,,,129369,https://images.ygoprodeck.com/images/cards/17535588.jpg
621,Effect Monster,1800.0,1400.0,4.0,,,4126,https://images.ygoprodeck.com/images/cards/17170970.jpg
622,Normal Monster,1500.0,0.0,3.0,,,84996,https://images.ygoprodeck.com/images/cards/20277860.jpg
623,Effect Monster,2700.0,2000.0,8.0,,,23540,https://images.ygoprodeck.com/images/cards/73333463.jpg
624,Synchro Monster,1800.0,1200.0,4.0,,,87176,https://images.ygoprodeck.com/images/cards/29071332.jpg
628,Effect Monster,1700.0,1200.0,4.0,,,15838,https://images.ygoprodeck.com/images/cards/29687169.jpg
631,Flip Effect Monster,500.0,400.0,1.0,,,212563,https://images.ygoprodeck.com/images/cards/21452275.jpg
633,Effect Monster,2400.0,1800.0,6.0,,,82366,https://images.ygoprodeck.com/images/cards/85967160.jpg
634,Effect Monster,1400.0,1000.0,3.0,,,79113,https://images.ygoprodeck.com/images/cards/22174866.jpg
635,Effect Monster,100.0,1900.0,2.0,,,184970,https://images.ygoprodeck.com/images/cards/96789758.jpg
636,Effect Monster,800.0,0.0,1.0,,,145438,https://images.ygoprodeck.com/images/cards/14169843.jpg
637,Effect Monster,2000.0,1600.0,5.0,,,94156,https://images.ygoprodeck.com/images/cards/40663548.jpg
638,Effect Monster,1800.0,700.0,4.0,,,124857,https://images.ygoprodeck.com/images/cards/58569561.jpg
639,Tuner Monster,0.0,0.0,1.0,,,183437,https://images.ygoprodeck.com/images/cards/16759958.jpg
640,Link Monster,1800.0,,,,2.0,344622,https://images.ygoprodeck.com/images/cards/21200905.jpg
641,Synchro Monster,2000.0,900.0,5.0,,,128331,https://images.ygoprodeck.com/images/cards/38148100.jpg
642,Synchro Monster,2200.0,2000.0,6.0,,,172384,https://images.ygoprodeck.com/images/cards/79656239.jpg
643,Effect Monster,2500.0,2800.0,8.0,,,47456,https://images.ygoprodeck.com/images/cards/34172284.jpg
647,Effect Monster,2000.0,2000.0,3.0,,,47307,https://images.ygoprodeck.com/images/cards/42364374.jpg
649,Flip Effect Monster,1600.0,1600.0,4.0,,,64326,https://images.ygoprodeck.com/images/cards/85489096.jpg
650,Link Monster,800.0,,,,1.0,310654,https://images.ygoprodeck.com/images/cards/34755994.jpg
651,Effect Monster,1500.0,2200.0,5.0,,,22823,https://images.ygoprodeck.com/images/cards/11475049.jpg
652,Effect Monster,1200.0,2500.0,5.0,,,24336,https://images.ygoprodeck.com/images/cards/85080444.jpg
653,Effect Monster,1400.0,2100.0,5.0,,,42320,https://images.ygoprodeck.com/images/cards/12697630.jpg
654,Effect Monster,1600.0,2400.0,5.0,,,21084,https://images.ygoprodeck.com/images/cards/84268896.jpg
655,Effect Monster,1900.0,2000.0,5.0,,,22819,https://images.ygoprodeck.com/images/cards/8873112.jpg
656,Link Monster,1500.0,,,,2.0,203472,https://images.ygoprodeck.com/images/cards/7480763.jpg
657,XYZ Monster,2400.0,2100.0,5.0,,,104002,https://images.ygoprodeck.com/images/cards/69840739.jpg
658,Effect Monster,2000.0,1600.0,5.0,,,21858,https://images.ygoprodeck.com/images/cards/48086335.jpg
