,name,type,desc,race,archetype,image_url,views
701,Assault on GHQ,Trap Card,"Target 1 monster you control; destroy it, then send 2 cards from the top of your opponent's Deck to the GY.",Normal,,https://images.ygoprodeck.com/images/cards/62633180.jpg,27367
703,Astral Barrier,Trap Card,If your opponent's monster attacks a monster you control: You can make the attack a direct attack instead.,Continuous,,https://images.ygoprodeck.com/images/cards/37053871.jpg,32084
710,At One With the Sword,Trap Card,"Activate while the only monster you control is 1 face-up ""X-Saber"" monster. Equip this card to that monster. It gains 800 ATK. If it destroys your opponent's monster by battle, draw 1 card.",Normal,X-Saber,https://images.ygoprodeck.com/images/cards/6112401.jpg,14060
721,Attack Guidance Armor,Trap Card,"When a monster declares an attack: Activate 1 of these effects.
● Destroy the attacking monster.
● Target 1 monster on the field, except the attacking monster; change the attack target to it and perform damage calculation.
You can only activate 1 ""Attack Guidance Armor"" per turn.",Normal,,https://images.ygoprodeck.com/images/cards/3103067.jpg,2103
723,Attack Reflector Unit,Trap Card,"Tribute 1 ""Cyber Dragon"". Special Summon 1 ""Cyber Barrier Dragon"" from your hand or Deck.",Normal,Cyber Dragon,https://images.ygoprodeck.com/images/cards/91989718.jpg,48052
724,Attack and Receive,Trap Card,"You can only activate this card when you take damage to your Life Points. Inflict 700 points of damage to your opponent's Life Points. Also, inflict 300 points of damage to your opponent's Life Points for each ""Attack and Receive"" card in your Graveyard.",Normal,,https://images.ygoprodeck.com/images/cards/63689843.jpg,87447
725,Attack of the Cornered Rat,Trap Card,"If a Level 3 or lower Normal Monster you control battles, during the Damage Step you can pay Life Points in multiples of 100. The ATK of the opponent's monster is reduced by the amount of Life Points you paid, until the End Phase. (You cannot pay more Life Points than the ATK of the opponent's monster.)",Continuous,,https://images.ygoprodeck.com/images/cards/84389640.jpg,12831
727,Attention!,Trap Card,Target 1 face-up Level 5 or lower monster your opponent controls; destroy all face-up monsters on the field with a different Level than it.,Normal,,https://images.ygoprodeck.com/images/cards/85352446.jpg,8006
737,Automatic Laser,Trap Card,"When your opponent Normal or Special Summons a monster(s) with 1000 or more ATK, reveal 1 ""Iron Core of Koa'ki Meiru"" in your hand to activate this card. Destroy that Summoned monster(s).",Normal,Koa'ki Meiru,https://images.ygoprodeck.com/images/cards/58990631.jpg,13320
741,Avalon,Trap Card,"Target 5 ""Noble Knight"" monsters in your Graveyard, including at least 1 ""Artorigus"" monster and at least 1 ""Laundsallyn"" monster; banish those targets, and if you do, destroy all cards on the field.",Normal,Noble Knight,https://images.ygoprodeck.com/images/cards/82140600.jpg,9290
746,Awakening of Nephthys,Trap Card,"All ""Nephthys"" monsters you control gain 300 ATK. If this face-up card in the Spell & Trap Zone is destroyed by card effect and sent to the GY: You can Special Summon 1 ""Nephthys"" monster from your hand, Deck, or GY, but destroy it during the End Phase. You can only use this effect of ""Awakening of Nephthys"" once per turn.",Continuous,Nephthys,https://images.ygoprodeck.com/images/cards/82832464.jpg,19289
753,Awakening of the Sacred Beasts,Trap Card,"This card gains these effects based on the number of ""Uria, Lord of Searing Flames"", ""Hamon, Lord of Striking Thunder"", and/or ""Raviel, Lord of Phantasms"" with different names you control.
● 1+: Each time your opponent Normal or Special Summons a monster(s): Gain LP equal to the ATK of that monster(s).
● 2+: Negate the activated effects of monsters your opponent controls.
● 3: Any monsters sent to your opponent's GY are banished instead.
Once per your turn, if you control a Level 10 monster: You can add 1 Continuous Trap from your GY to your hand.",Continuous,Sacred Beast,https://images.ygoprodeck.com/images/cards/53701259.jpg,173254
772,BIG Win!?,Trap Card,"Declare a Level between 1 and 12; each player tosses a coin, and if both are Heads, the Levels of all face-up monsters you currently control become the declared Level. If both are tails, you lose Life Points equal to the declared Level x 500.",Normal,,https://images.ygoprodeck.com/images/cards/84677654.jpg,16579
785,Back to the Front,Trap Card,Target 1 monster in your GY; Special Summon it in Defense Position.,Normal,,https://images.ygoprodeck.com/images/cards/59919307.jpg,431037
787,Backfire,Trap Card,If a face-up FIRE monster(s) you control is destroyed and sent to the GY: Inflict 500 damage to your opponent.,Continuous,,https://images.ygoprodeck.com/images/cards/82705573.jpg,46950
790,Backs to the Wall,Trap Card,"Pay LP so that you only have 100 left; Special Summon as many ""Six Samurai"" monsters with different names from your GY as possible. You cannot Special Summon a monster with the same name as a monster you already control.",Normal,Six Samurai,https://images.ygoprodeck.com/images/cards/32603633.jpg,22701
793,Backup Soldier,Trap Card,While there are 5 or more monsters in your Graveyard: Target up to 3 non-Effect Monsters with 1500 or less ATK in your Graveyard; add them to your hand.,Normal,,https://images.ygoprodeck.com/images/cards/36280194.jpg,59397
796,Backup Team,Trap Card,"Draw cards equal to the number of cards your opponent controls, then place cards from your hand on the bottom of the Deck in any order, equal to the number of cards you drew. During the End Phase, if your opponent controls more cards than you do while this card is in your GY: You can Set this card, but banish it when it leaves the field. You can only use 1 ""Backup Team"" effect per turn, and only once that turn.",Normal,,https://images.ygoprodeck.com/images/cards/89328238.jpg,1800
799,Bad Aim,Trap Card,When your opponent's card or effect is activated: Target 1 card on the field (other than that card); destroy it.,Normal,,https://images.ygoprodeck.com/images/cards/46253216.jpg,15612
800,Bad Luck Blast,Trap Card,"Target 1 face-up monster your opponent controls; take damage equal to half its ATK, then inflict damage to your opponent, equal to the damage you took. If this card you control is destroyed by an opponent's card and sent to your Graveyard: Inflict 1000 damage to your opponent. You can only activate 1 ""Bad Luck Blast"" per turn.",Normal,,https://images.ygoprodeck.com/images/cards/76004142.jpg,22494
801,Bad Reaction to Simochi,Trap Card,"As long as this card remains face-up on the field, any effect of increasing your opponent's Life Points is changed to inflict the same amount of points in damage to your opponent's Life Points.",Continuous,,https://images.ygoprodeck.com/images/cards/40633297.jpg,160437
806,Balance of Judgment,Trap Card,"If your opponent controls more cards than the combined number of cards in your hand and that you control: Draw cards equal to their surplus. You can only activate 1 ""Balance of Judgment"" per turn.",Normal,,https://images.ygoprodeck.com/images/cards/67443336.jpg,74263
808,Ballista Squad,Trap Card,"Tribute 1 monster, then target 1 card your opponent controls; destroy it.",Normal,,https://images.ygoprodeck.com/images/cards/80584548.jpg,58847
811,Bamboo Scrap,Trap Card,"Tribute 1 Plant-Type monster. Special Summon 2 ""Plant Tokens"" (Plant-Type/EARTH/Level 1/ATK 800/DEF 500) to your opponent's side of the field in Defense Position.",Normal,,https://images.ygoprodeck.com/images/cards/28062325.jpg,27401
817,Banquet of Millions,Trap Card,"Banish any number of cards from your Extra Deck face-down, and banish the same number of random face-down cards from your opponent's Extra Deck, face-up, until the End Phase. You can only activate 1 ""Banquet of Millions"" per turn.",Normal,,https://images.ygoprodeck.com/images/cards/48814566.jpg,27125
823,Bark of Dark Ruler,Trap Card,"If a Fiend-Type monster you control battles, during the Damage Step: Pay LP (in multiples of 100 points), then target the opponent's battling monster; that opponent's monster loses that much ATK and DEF, until the end of this turn.",Normal,,https://images.ygoprodeck.com/images/cards/41925941.jpg,68901
828,Barrage Blast,Trap Card,"Once per turn, you can detach any number of materials from Machine Xyz Monsters you control, then target that many cards on the field; destroy them. If a Machine Xyz Monster(s) you control is destroyed by battle or an opponent's card effect while this card is in your GY: You can banish this card and 1 Machine Xyz Monster from your GY; inflict damage to your opponent equal to the banished monster's Rank x 200.",Continuous,Train,https://images.ygoprodeck.com/images/cards/51369889.jpg,57181
829,Barrel Behind the Door,Trap Card,Activate only when a card's effect that would inflict damage to you is activated. Your opponent takes the damage instead.,Counter,,https://images.ygoprodeck.com/images/cards/78783370.jpg,35418
841,Barrier Wave,Trap Card,"Activate by Tributing 1 Synchro Monster when an opponent's monster declares an attack. Change all Attack Position monsters your opponent controls to Defense Position. Then, inflict damage to your opponent equal to the attacking monster's DEF.",Normal,,https://images.ygoprodeck.com/images/cards/96700602.jpg,8279
860,Battle Break,Trap Card,"When an opponent's monster declares an attack: Your opponent can reveal 1 monster in their hand to negate this card's effect, otherwise destroy the attacking monster, then end the Battle Phase.",Normal,,https://images.ygoprodeck.com/images/cards/22047978.jpg,13146
865,Battle Instinct,Trap Card,"Activate only when your opponent declares a direct attack and you control no monsters. Special Summon 1 Level 4 or lower Beast-Type monster from your hand, in face-up Attack Position.",Normal,,https://images.ygoprodeck.com/images/cards/60534585.jpg,8562
866,Battle Mania,Trap Card,"Activate only during your opponent's Standby Phase. All face-up monsters your opponent controls are changed to Attack Position, and cannot change their battle positions this turn. All monsters your opponent currently controls must attack this turn, if able.",Normal,,https://images.ygoprodeck.com/images/cards/31245780.jpg,45325
872,Battle Teleportation,Trap Card,"Activate if you control only 1 face-up Psychic-Type monster, and select that monster. It can attack your opponent directly this turn. At the end of the Battle Phase, give control of that monster to your opponent.",Normal,,https://images.ygoprodeck.com/images/cards/71652522.jpg,10660
877,Battle of the Elements,Trap Card,Activate only while all monsters on the field are face-up. Both players send monsters they control to the Graveyard so that they each control only 1 Attribute.,Normal,,https://images.ygoprodeck.com/images/cards/60530944.jpg,15994
